QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,TE,Gerald Christian (9359200),Gerald Christian,9359200,2500,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,TE,Troy Niklas (9359567),Troy Niklas,9359567,2500,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,TE,Robert Tonyan (9359639),Robert Tonyan,9359639,2500,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,Hakeem Valles (9359661),Hakeem Valles,9359661,2500,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,TE,Cole Wick (9359852),Cole Wick,9359852,2500,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,Ricky Seals-Jones (9359979),Ricky Seals-Jones,9359979,2500,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,TE,Michael Roberts (9360037),Michael Roberts,9360037,2500,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,Scott Orndoff (9360240),Scott Orndoff,9360240,2500,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,James O'Shaughnessy (9358616),James O'Shaughnessy,9358616,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Marcedes Lewis (9358781),Marcedes Lewis,9358781,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Mychal Rivera (9359011),Mychal Rivera,9359011,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Neal Sterling (9359265),Neal Sterling,9359265,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,RaShaun Allen (9359338),RaShaun Allen,9359338,2500,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,TE,Alex Ellis (9359516),Alex Ellis,9359516,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Stephen Anderson (9359522),Stephen Anderson,9359522,2500,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,TE,Ben Koyack (9359565),Ben Koyack,9359565,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Evan Baylis (9359647),Evan Baylis,9359647,2500,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,TE,Caleb Bluiett (9359692),Caleb Bluiett,9359692,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,David Grinnage (9360236),David Grinnage,9360236,2500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,TE,Anthony Fasano (9358793),Anthony Fasano,9358793,2500,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,Luke Stocker (9358906),Luke Stocker,9358906,2500,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,TE,Chris Pantale (9359034),Chris Pantale,9359034,2500,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,MarQueis Gray (9359052),MarQueis Gray,9359052,2500,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,Tevin Westbrook (9359510),Tevin Westbrook,9359510,2500,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,TE,Alan Cross (9359580),Alan Cross,9359580,2500,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,TE,Thomas Duarte (9359983),Thomas Duarte,9359983,2500,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,Antony Auclair (9360196),Antony Auclair,9360196,2500,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,DST,Raiders  (9358748),Raiders ,9358748,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Lee Smith (9358904),Lee Smith,9358904,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Beau Brinkley (9359040),Beau Brinkley,9359040,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Gabe Holmes (9359124),Gabe Holmes,9359124,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Jerome Cunningham (9359176),Jerome Cunningham,9359176,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Cooper Helfet (9359191),Cooper Helfet,9359191,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Clive Walford (9359249),Clive Walford,9359249,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Jace Amaro (9359467),Jace Amaro,9359467,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Tim Semisch (9359539),Tim Semisch,9359539,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Phillip Supernaw (9359589),Phillip Supernaw,9359589,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Ryan O'Malley (9359643),Ryan O'Malley,9359643,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Pharaoh Brown (9359649),Pharaoh Brown,9359649,2500,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,TE,Jonnu Smith (9359965),Jonnu Smith,9359965,2500,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Brent Celek (9358805),Brent Celek,9358805,2500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,TE,Niles Paul (9358985),Niles Paul,9358985,2500,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,Trey Burton (9359198),Trey Burton,9359198,2500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,TE,Manasseh Garner (9359285),Manasseh Garner,9359285,2500,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,Anthony Denham (9359375),Anthony Denham,9359375,2500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,TE,Jeremy Sprinkle (9359744),Jeremy Sprinkle,9359744,2500,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,E.J. Bibbs (9359907),E.J. Bibbs,9359907,2500,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,Adam Zaruba (9360186),Adam Zaruba,9360186,2500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,TE,Billy Brown (9360200),Billy Brown,9360200,2500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,TE,Cory Harkey (9359032),Cory Harkey,9359032,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Brandon Williams (9359185),Brandon Williams,9359185,2500,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,TE,Temarrick Hemingway (9359547),Temarrick Hemingway,9359547,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Henry Krieger-Coble (9359569),Henry Krieger-Coble,9359569,2500,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,TE,Travis Wilson (9359613),Travis Wilson,9359613,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Derek Carrier (9359633),Derek Carrier,9359633,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Johnny Mundt (9359930),Johnny Mundt,9359930,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Darrell Daniels (9360002),Darrell Daniels,9360002,2500,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,TE,Gerald Everett (9360139),Gerald Everett,9360139,2500,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Steven Wroblewski (9360162),Steven Wroblewski,9360162,2500,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,DST,Packers  (9358745),Packers ,9358745,2500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Lance Kendricks (9358893),Lance Kendricks,9358893,2500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Luke Willson (9359065),Luke Willson,9359065,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Tyler Ott (9359241),Tyler Ott,9359241,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Marcus Lucas (9359243),Marcus Lucas,9359243,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Nick Vannett (9359496),Nick Vannett,9359496,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Stevie Donatell (9359705),Stevie Donatell,9359705,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Aaron Peck (9359726),Aaron Peck,9359726,2500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Tyrone Swoopes (9359867),Tyrone Swoopes,9359867,2500,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,TE,Beau Sandland (9359875),Beau Sandland,9359875,2500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Emanuel Byrd (9360154),Emanuel Byrd,9360154,2500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Ed Dickson (9358856),Ed Dickson,9358856,2500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,TE,Logan Paulsen (9358868),Logan Paulsen,9358868,2500,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,TE,Kyle Nelson (9358889),Kyle Nelson,9358889,2500,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,TE,Eric Wallace (9358941),Eric Wallace,9358941,2500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,TE,Chris Manhertz (9359340),Chris Manhertz,9359340,2500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,TE,Scott Simonson (9359344),Scott Simonson,9359344,2500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,TE,Bryce Williams (9359557),Bryce Williams,9359557,2500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,TE,Cole Hikutini (9359824),Cole Hikutini,9359824,2500,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,TE,George Kittle (9359910),George Kittle,9359910,2500,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,TE,Rhett Ellison (9358943),Rhett Ellison,9358943,2500,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,TE,James Hanna (9358993),James Hanna,9358993,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Connor Hamlett (9359325),Connor Hamlett,9359325,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Matt LaCosse (9359491),Matt LaCosse,9359491,2500,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,TE,Jerell Adams (9359752),Jerell Adams,9359752,2500,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,TE,Colin Thompson (9359769),Colin Thompson,9359769,2500,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,TE,Rico Gathers (9359812),Rico Gathers,9359812,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Blake Jarwin (9359854),Blake Jarwin,9359854,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Geoff Swaim (9359865),Geoff Swaim,9359865,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,M.J. McFarland (9360218),M.J. McFarland,9360218,2500,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Kyle Carter (9358556),Kyle Carter,9358556,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,David Morgan (9358558),David Morgan,9358558,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Josiah Price (9358560),Josiah Price,9358560,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Bucky Hodges (9358562),Bucky Hodges,9358562,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Nick Truesdell (9358564),Nick Truesdell,9358564,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Kevin McDermott (9358566),Kevin McDermott,9358566,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,John Phillips (9358667),John Phillips,9358667,2500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Michael Hoomanawanui (9358669),Michael Hoomanawanui,9358669,2500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Josh Hill (9358671),Josh Hill,9358671,2500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Garrett Griffin (9358673),Garrett Griffin,9358673,2500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Braedon Bowman (9358675),Braedon Bowman,9358675,2500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Blake Bell (9359204),Blake Bell,9359204,2500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Steven Scheu (9358455),Steven Scheu,9358455,2500,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Austin Traylor (9358457),Austin Traylor,9358457,2500,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Jeff Heuerman (9358459),Jeff Heuerman,9358459,2500,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Mike Estes (9358726),Mike Estes,9358726,2500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Sean Culkin (9358728),Sean Culkin,9358728,2500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Matt Weiser (9358730),Matt Weiser,9358730,2500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Sean McGrath (9358732),Sean McGrath,9358732,2500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Jeff Cumberland (9358734),Jeff Cumberland,9358734,2500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,DST,Jets  (9358752),Jets ,9358752,2400,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,DST,Saints  (9358677),Saints ,9358677,2400,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,DST,Chiefs  (9358514),Chiefs ,9358514,2300,KC@NE 08:30PM ET,KC,
,,,,,,,,,,DST,Bears  (9358740),Bears ,9358740,2200,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,DST,49ers  (9358756),49ers ,9358756,2100,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,DST,Browns  (9358742),Browns ,9358742,2000,PIT@CLE 01:00PM ET,CLE,
